time,mouse_x,mouse_y,button,state
0.785224199295044,576.0,497.0,NoButton,Move
0.8938438892364502,576.0,497.0,NoButton,Move
0.9040460586547852,576.0,497.0,Button.left,Pressed
0.9045140743255615,576.0,497.0,Button.left,Released
1.615813970565796,791.0,289.0,NoButton,Move
1.7293570041656494,791.0,289.0,NoButton,Move
1.7407000064849854,791.0,289.0,Button.left,Pressed
1.7413108348846436,791.0,289.0,Button.left,Released
2.4491329193115234,546.0,255.0,NoButton,Move
2.5616328716278076,546.0,255.0,NoButton,Move
2.572049140930176,546.0,255.0,Button.left,Pressed
2.5725600719451904,546.0,255.0,Button.left,Released
3.299240827560425,976.0,163.0,NoButton,Move
3.4113781452178955,976.0,163.0,NoButton,Move
3.421757936477661,976.0,163.0,Button.left,Pressed
3.4222681522369385,976.0,163.0,Button.left,Released
4.153764009475708,394.0,575.0,NoButton,Move
4.266479969024658,394.0,575.0,NoButton,Move
4.278026819229126,394.0,575.0,Button.left,Pressed
4.278542995452881,394.0,575.0,Button.left,Released
5.00251317024231,791.0,280.0,NoButton,Move
5.114120960235596,791.0,280.0,NoButton,Move
5.124738931655884,791.0,280.0,Button.left,Pressed
5.125546932220459,791.0,280.0,Button.left,Released
5.955358982086182,775.0,328.0,NoButton,Move
6.067363977432251,775.0,328.0,NoButton,Move
6.080965995788574,775.0,328.0,Button.left,Pressed
6.08163595199585,775.0,328.0,Button.left,Released
6.863253831863403,933.0,580.0,NoButton,Move
6.977089881896973,933.0,580.0,NoButton,Move
6.987720966339111,933.0,580.0,Button.left,Pressed
6.988269090652466,933.0,580.0,Button.left,Released
7.710012197494507,1073.0,254.0,NoButton,Move
7.822378873825073,1073.0,254.0,NoButton,Move
7.83364200592041,1073.0,254.0,Button.left,Pressed
7.834194183349609,1073.0,254.0,Button.left,Released
8.551443815231323,455.0,564.0,NoButton,Move
8.66374397277832,455.0,564.0,NoButton,Move
8.676169872283936,455.0,564.0,Button.left,Pressed
8.676699161529541,455.0,564.0,Button.left,Released
11.477286100387573,884.0,330.0,NoButton,Move
11.589158058166504,884.0,330.0,NoButton,Move
11.599467992782593,884.0,330.0,Button.left,Pressed
11.60151219367981,483.0,612.0,NoButton,Drag
11.611703872680664,483.0,612.0,NoButton,Drag
11.623325109481812,483.0,612.0,Button.left,Released
12.718216180801392,610.0,332.0,NoButton,Move
12.834007024765015,610.0,332.0,NoButton,Move
12.845211029052734,610.0,332.0,Button.left,Pressed
12.846886157989502,483.0,612.0,NoButton,Drag
12.857470989227295,483.0,612.0,NoButton,Drag
12.868119955062866,483.0,612.0,Button.left,Released
14.00069284439087,338.0,328.0,NoButton,Move
14.111736059188843,338.0,328.0,NoButton,Move
14.124013900756836,338.0,328.0,Button.left,Pressed
14.124787092208862,1011.0,614.0,NoButton,Drag
14.135516166687012,1011.0,614.0,NoButton,Drag
14.14623498916626,1011.0,614.0,Button.left,Released
15.226723909378052,325.0,169.0,NoButton,Move
15.34204888343811,325.0,169.0,NoButton,Move
15.353291988372803,325.0,169.0,Button.left,Pressed
15.354087114334106,1011.0,614.0,NoButton,Drag
15.365137100219727,1011.0,614.0,NoButton,Drag
15.375823974609375,1011.0,614.0,Button.left,Released
16.357038021087646,605.0,180.0,NoButton,Move
16.469208002090454,605.0,180.0,NoButton,Move
16.48053288459778,605.0,180.0,Button.left,Pressed
16.48126721382141,1011.0,614.0,NoButton,Drag
16.49201512336731,1011.0,614.0,NoButton,Drag
16.503347158432007,1011.0,614.0,Button.left,Released
17.638900995254517,1162.0,171.0,NoButton,Move
17.751626014709473,1162.0,171.0,NoButton,Move
17.7621591091156,1162.0,171.0,Button.left,Pressed
17.763983011245728,483.0,612.0,NoButton,Drag
17.7744460105896,483.0,612.0,NoButton,Drag
17.78556799888611,483.0,612.0,Button.left,Released
18.959008932113647,881.0,174.0,NoButton,Move
19.07382607460022,881.0,174.0,NoButton,Move
19.08558416366577,881.0,174.0,Button.left,Pressed
19.086622953414917,483.0,612.0,NoButton,Drag
19.09802484512329,483.0,612.0,NoButton,Drag
19.109254121780396,483.0,612.0,Button.left,Released
20.26440119743347,1159.0,342.0,NoButton,Move
20.375898122787476,1159.0,342.0,NoButton,Move
20.38879895210266,1159.0,342.0,Button.left,Pressed
20.39001488685608,1011.0,614.0,NoButton,Drag
20.400628805160522,1011.0,614.0,NoButton,Drag
20.41026997566223,1011.0,614.0,Button.left,Released
