time,mouse_x,mouse_y,button,state
0.5621609687805176,474.45867919921875,353.47589111328125,NoButton,Move
0.8266267776489258,474.2265319824219,353.940185546875,NoButton,Move
0.8325567245483398,472.5272216796875,356.4891357421875,NoButton,Move
0.8426837921142578,470.403076171875,359.0381164550781,NoButton,Move
0.8511638641357422,468.2789611816406,361.58709716796875,NoButton,Move
0.8570687770843506,466.15484619140625,364.13604736328125,NoButton,Move
0.8654348850250244,463.27130126953125,367.50018310546875,NoButton,Move
0.8722949028015137,461.14715576171875,370.04913330078125,NoButton,Move
0.8803279399871826,456.6319580078125,375.1287536621094,NoButton,Move
0.888267993927002,452.11669921875,380.77276611328125,NoButton,Move
0.8961679935455322,448.1658935546875,386.41680908203125,NoButton,Move
0.9042959213256836,443.6506652832031,391.4964294433594,NoButton,Move
0.9135949611663818,439.89556884765625,396.32440185546875,NoButton,Move
0.9220938682556152,436.3360595703125,400.3924255371094,NoButton,Move
0.9279999732971191,433.2850341796875,404.46044921875,NoButton,Move
0.9361369609832764,430.4015197753906,407.8245849609375,NoButton,Move
0.9442110061645508,428.92486572265625,409.30120849609375,NoButton,Move
0.9516429901123047,426.2087097167969,412.01739501953125,NoButton,Move
0.9596827030181885,424.0845947265625,414.1415100097656,NoButton,Move
0.9676048755645752,421.368408203125,416.857666015625,NoButton,Move
0.9776639938354492,420.42767333984375,417.48486328125,NoButton,Move
0.9838027954101562,418.9510192871094,418.96148681640625,NoButton,Move
0.9917159080505371,417.474365234375,420.0689697265625,NoButton,Move
0.9997048377990723,416.4503173828125,421.0930480957031,NoButton,Move
1.0073809623718262,415.5095520019531,421.72021484375,NoButton,Move
1.0156288146972656,414.9378662109375,422.2918701171875,NoButton,Move
1.0235908031463623,413.99713134765625,422.9190673828125,NoButton,Move
1.0312378406524658,413.42547607421875,423.49072265625,NoButton,Move
1.0391960144042969,412.8537902832031,423.77655029296875,NoButton,Move
1.047178030014038,412.2821044921875,424.34820556640625,NoButton,Move
1.055311918258667,411.71044921875,424.634033203125,NoButton,Move
1.062830924987793,411.1387939453125,425.2057189941406,NoButton,Move
1.0707337856292725,410.5671081542969,425.4915466308594,NoButton,Move
1.0788938999176025,409.99542236328125,425.7773742675781,NoButton,Move
1.0867018699645996,409.7373352050781,426.03546142578125,NoButton,Move
1.0948050022125244,409.1656494140625,426.6071472167969,NoButton,Move
1.1026010513305664,408.593994140625,426.8929748535156,NoButton,Move
1.1103918552398682,408.0223388671875,427.46466064453125,NoButton,Move
1.118311882019043,407.4506530761719,427.75048828125,NoButton,Move
1.1264488697052002,406.87896728515625,428.3221435546875,NoButton,Move
1.1346330642700195,406.30731201171875,428.893798828125,NoButton,Move
1.1425590515136719,405.73565673828125,429.4654846191406,NoButton,Move
1.1504499912261963,404.7948913574219,430.0926513671875,NoButton,Move
1.1584949493408203,404.22320556640625,430.664306640625,NoButton,Move
1.1662778854370117,403.65155029296875,431.2359924316406,NoButton,Move
1.1742358207702637,402.7108154296875,431.8631591796875,NoButton,Move
1.1822509765625,402.1391296386719,432.434814453125,NoButton,Move
1.1899588108062744,401.8533020019531,433.0065002441406,NoButton,Move
1.1980490684509277,401.2816162109375,433.57818603515625,NoButton,Move
1.2060799598693848,400.7099609375,433.864013671875,NoButton,Move
1.2138960361480713,400.1383056640625,434.4356689453125,NoButton,Move
1.2222568988800049,399.88018798828125,434.69378662109375,NoButton,Move
1.23006010055542,399.30853271484375,435.26544189453125,NoButton,Move
1.23795485496521,399.0504150390625,435.5235595703125,NoButton,Move
1.2459218502044678,399.0504150390625,435.7816467285156,NoButton,Move
1.2539160251617432,398.79229736328125,436.03973388671875,NoButton,Move
1.2619647979736328,398.5342102050781,436.2978515625,NoButton,Move
1.2694787979125977,398.276123046875,436.55596923828125,NoButton,Move
1.2775359153747559,398.276123046875,436.8140563964844,NoButton,Move
1.2936830520629883,398.03125,437.05889892578125,NoButton,Move
1.317516803741455,398.03125,437.2989807128906,NoButton,Move
1.3901560306549072,398.03125,437.2989807128906,Button.left,Pressed
1.5238778591156006,398.03125,437.2989807128906,Button.left,Released
1.741736888885498,398.03125,437.06805419921875,NoButton,Move
1.7473468780517578,398.03125,436.4963684082031,NoButton,Move
1.7553129196166992,398.03125,435.9246826171875,NoButton,Move
1.7633368968963623,398.03125,434.55926513671875,NoButton,Move
1.7713909149169922,398.31707763671875,433.9875793457031,NoButton,Move
1.7792940139770508,398.658447265625,432.62213134765625,NoButton,Move
1.7871649265289307,399.28558349609375,431.681396484375,NoButton,Move
1.7949068546295166,400.02392578125,429.8355712890625,NoButton,Move
1.8028490543365479,400.3652648925781,428.47015380859375,NoButton,Move
1.8111310005187988,400.992431640625,427.5293884277344,NoButton,Move
1.8190290927886963,401.7307434082031,425.68359375,NoButton,Move
1.826753854751587,402.46905517578125,423.8377990722656,NoButton,Move
1.8348369598388672,403.3187255859375,420.864013671875,NoButton,Move
1.842850923538208,404.1126708984375,418.48211669921875,NoButton,Move
1.850909948348999,404.96234130859375,415.50830078125,NoButton,Move
